"0x316a8b0ce318e4edbd1c5cb89e928191bb5f7cda",3145454545454545454545
"0x96d9e4b1a48c906b399c6f67c837dc51372524f1",10183573110183859649122
"0x18a62e9e5fea147c64c57d21d8dbea77798ba53b",286987928480000000000
"0x51aff8b9f9911705758ffba174dd69eaa6ebd68e",1456842105263157894736
"0x66964f071570e773e07760e35c46a372ea331923",150139530880000000000
"0x7caf635c2cc41d2fe34a4102c29cdb33915bf331",1572727272727272727272
"0x071d2230793e7151b0b5c2d0f8b7d89d53f713a6",1273909090909090909090
"0x61272adf6ecd036054939d8411685885348721f6",525120909090909090909
"0x4a1747fb7fdf8a9f7a654001e4eb0edb23996158",121403508771929824561
"0x8df93ae0853f3c2ab8dd22963f99e761d622396c",570596491228070175438
"0x797f1e36d419f7672a4445bb54c88b29330cc96f",1068064449894736842105
"0x54d2d073b295559a523d8f35c76429e7304408a2",498240000000000000000
"0x84b853193015856720518e4dda8a4939b4659298",1214035087719298245614
"0xe7fd4ed21a5d8c8191b167d5af5ad50f3d09b025",461333333333333333333
"0xcee640b7161cb56ff2a47546847291b97fcb12a6",3122498245614035087718
"0x0d9356d1177132879fe67f0d8128024798bb2dfb",716745920000000000000
"0xff6b5152ff30eaba6c4e234f9445277723d03986",2089630303030303030301
"0xda81f406543d3a8ad6ed5a64037628af237a8256",2830909090909090909090
"0xf4883cd2537f4d6cfb57a59d5dfa4112607f09a9",607017543859649122807
"0x2b298890c8ab3759a8648c0c740ee2b0a815a03f",155821081546666666666
"0xc4ddd4ec0ba11c2bfdfa76cf536449174cd1cdc3",2359090909090909090909
"0x8363962205148f4abaac802dff38e5f10ff69072",1214035087719298245614
"0x42d0609998691bd6e55ff7740e88a30d92e6955c",10477272727272727272726
"0x7f062ff34ca22b8fb3d9fc524a829b64b615d56c",133543859649122807017
"0x6256e6f33856c853cd10330989444a9be539873a",461333333333333333333
"0x849beccd62dce3fa32f3f9bc40613b11471994cc",1396969696969696969696
"0x684751bf59b19e4d40f130eddd5f00a78e5709a6",1382009005909090909090
"0xd416c6553e4d40c077b6feb02a876a5b61a563ea",607017543859649122807
"0xd332ee125103571ef28cff48ec2baa3fb1a37dbd",147626666666666666666
"0xe6c078f25621a28dc9beab5175ddc0ae9e45d8db",276800000000000000000
"0x88109e441033f60987be293e81c1ae05aafd6b34",645866666666666666666
"0xcd053254891a3c5312d6a0e0576e56478e991f3a",1845333333333333333333
"0x227769fcf8f58c987da70a2535fe43af40be7168",400631578947368421052
"0x423c3d92a91eccde95e4dba35082567bbec8ddf7",12090961722488038277511
"0x09c74e21ba74ed4bb7703764c5b6ea0602a95f8b",825777477173411234091
"0x8f3ecaec5d518f54f658e9668bd263caf54c48cc",92266666666666666666
"0xba73a69ab4981f1cac98482e8a14a4dbaca2b130",1047727272727272727272
"0xba1b3b15439787d26bcac913388abbff6fcfa920",157272727272727272727
"0x9834b8d0641a36cd681ad4045963ce4662ddad2a",594877192982456140350
"0xd4856aec33756e3e7548cfa159a3fd127e137741",1887272727272727272727
"0x33fea8c545c54c6b946d74daaa0e684fb78d4ebf",259500000000000000000
"0xf587e5dcf848e012871caf812c0e673c4015dbd9",206385964912280701754
"0x6602ae9fd5bdbde610efd2eda9476489c18e15a9",446345584561403508771
"0x2968838811256399ec7c99965c33cb1c0677ac74",1900204320000000000000
"0xa59e4decd892507be2e300f6ba67a460981153b2",5536000000000000000000
